,Company,Location,Global Company Size,Industry,Salaries,Jobs,Rating,Reviews
0,Tata Consultancy Services,39 office locations,10000+ Employees,Computer Hardware Development,47.8TSalaries,1.9TJobs,3.9★,1.1LReviews
1,Accenture,37 office locations,10000+ Employees,Business Consulting,27.4TSalaries,36TJobs,4.1★,1.3LReviews
2,Infosys,34 office locations,10000+ Employees,Information Technology Support Services,30.9TSalaries,3.5TJobs,3.9★,87TReviews
3,Amazon,65 office locations,10000+ Employees,Internet & Web Services,10.2TSalaries,33.9TJobs,4.3★,1.5LReviews
4,Cognizant Technology Solutions,27 office locations,10000+ Employees,Information Technology Support Services,34.7TSalaries,5.8TJobs,3.9★,80.9TReviews
5,Deloitte,31 office locations,10000+ Employees,Accounting & Tax,15.8TSalaries,80.2TJobs,4.1★,88TReviews
6,IBM,37 office locations,10000+ Employees,Information Technology Support Services,8.4TSalaries,8.1TJobs,4.1★,97TReviews
7,Capgemini,53 office locations,10000+ Employees,Enterprise Software & Network Solutions,28TSalaries,9.1TJobs,4.0★,61.7TReviews
8,Wipro,38 office locations,10000+ Employees,Information Technology Support Services,20.7TSalaries,2.7TJobs,3.8★,49.3TReviews
9,EY,"Headquarters in London, United Kingdom",10000+ Employees,Accounting & Tax,9.2TSalaries,56.1TJobs,3.9★,63.5TReviews
10,HCLTech,26 office locations,10000+ Employees,Computer Hardware Development,11.8TSalaries,564Jobs,3.7★,37.1TReviews
11,Oracle,44 office locations,10000+ Employees,Enterprise Software & Network Solutions,4.8TSalaries,4.6TJobs,3.9★,44.8TReviews
12,PwC,49 office locations,1001 to 5000 Employees,Accounting & Tax,6.1TSalaries,39.8TJobs,3.9★,64.5TReviews
13,Tech Mahindra,29 office locations,10000+ Employees,Information Technology Support Services,9.9TSalaries,733Jobs,3.6★,29.2TReviews
14,Microsoft,60 office locations,10000+ Employees,Computer Hardware Development,4.3TSalaries,1.8TJobs,4.4★,43.9TReviews
15,KPMG,25 office locations,10000+ Employees,Business Consulting,5.8TSalaries,32.9TJobs,3.8★,49.9TReviews
16,Google,"Headquarters in Mountain View, CA",10000+ Employees,Internet & Web Services,3.5TSalaries,2.2TJobs,4.5★,37.2TReviews
17,Teleperformance,37 office locations,5001 to 10000 Employees,Telecommunications Services,2.2TSalaries,2.9TJobs,4.6★,39.4TReviews
18,Cisco Systems,25 office locations,10000+ Employees,Enterprise Software & Network Solutions,2.8TSalaries,1.4TJobs,4.4★,29.4TReviews
19,Dell Technologies,25 office locations,10000+ Employees,Information Technology Support Services,2.9TSalaries,1.6TJobs,4.3★,30TReviews
20,Wells Fargo,25 office locations,10000+ Employees,Banking & Lending,1.4TSalaries,11.5TJobs,3.7★,42.6TReviews
21,BYJU'S,25 office locations,10000+ Employees,Primary & Secondary Schools,2.7TSalaries,7Jobs,3.5★,14.8TReviews
22,DXC Technology,26 office locations,10000+ Employees,Information Technology Support Services,2.3TSalaries,1.7TJobs,3.6★,21.3TReviews
23,Genpact,64 office locations,10000+ Employees,Information Technology Support Services,5.7TSalaries,8.8TJobs,4.0★,17.5TReviews
24,LTI,27 office locations,10000+ Employees,Information Technology Support Services,4.9TSalaries,1.9TJobs,3.8★,11.4TReviews
25,J.P. Morgan,25 office locations,10000+ Employees,Investment & Asset Management,4.1TSalaries,9Jobs,4.1★,22.6TReviews
26,SAP,28 office locations,10000+ Employees,Enterprise Software & Network Solutions,1.7TSalaries,1.6TJobs,4.4★,26TReviews
27,Qualcomm,34 office locations,10000+ Employees,Computer Hardware Development,1.6TSalaries,4Jobs,4.1★,9.1TReviews
28,Concentrix,30 office locations,10000+ Employees,Information Technology Support Services,1.8TSalaries,2.7TJobs,4.1★,23.4TReviews
29,Citi,26 office locations,10000+ Employees,Investment & Asset Management,1.7TSalaries,14.6TJobs,3.9★,28.6TReviews
30,Intel Corporation,32 office locations,10000+ Employees,Computer Hardware Development,1TSalaries,357Jobs,4.3★,25.9TReviews
31,HSBC,8 office locations,10000+ Employees,Banking & Lending,2.4TSalaries,2.8TJobs,3.8★,24.6TReviews
32,Walmart,4 office locations,1001 to 5000 Employees,General Merchandise & Superstores,535Salaries,11.5TJobs,3.3★,1.1LReviews
33,Bank of America,25 office locations,10000+ Employees,Banking & Lending,1.2TSalaries,6.2TJobs,4.0★,35.9TReviews
34,ABC,7 office locations,10000+ Employees,Broadcast Media,5TSalaries,25Jobs,3.9★,12.8TReviews
35,Mindtree,31 office locations,10000+ Employees,Information Technology Support Services,4.3TSalaries,2.5TJobs,4.0★,10.3TReviews
36,Target,5 office locations,1001 to 5000 Employees,General Merchandise & Superstores,545Salaries,13.9TJobs,4.4★,69.2TReviews
37,Goldman Sachs,25 office locations,10000+ Employees,Investment & Asset Management,2.5TSalaries,1.1TJobs,4.0★,15TReviews
38,Honeywell,25 office locations,10000+ Employees,Computer Hardware Development,1.6TSalaries,3.8TJobs,4.0★,18TReviews
39,CGI,46 office locations,10000+ Employees,Business Consulting,2.7TSalaries,5TJobs,3.9★,14.5TReviews
40,Ericsson-Worldwide,26 office locations,10000+ Employees,Telecommunications Services,1.5TSalaries,2TJobs,4.2★,16.8TReviews
41,Barclays,27 office locations,10000+ Employees,Banking & Lending,1.5TSalaries,3.8TJobs,4.0★,16.2TReviews
42,Siemens,36 office locations,10000+ Employees,Electronics Manufacturing,1.7TSalaries,14.3TJobs,4.1★,18.5TReviews
43,ICICI Bank,25 office locations,10000+ Employees,Banking & Lending,2.6TSalaries,12Jobs,3.7★,10.5TReviews
44,Verizon,23 office locations,10000+ Employees,Telecommunications Services,921Salaries,8.6TJobs,3.9★,30.4TReviews
45,Mphasis,33 office locations,10000+ Employees,Information Technology Support Services,2.7TSalaries,43Jobs,3.7★,7.8TReviews
46,ADP,18 office locations,10000+ Employees,Enterprise Software & Network Solutions,901Salaries,1.9TJobs,4.0★,17.1TReviews
47,Nokia,29 office locations,10000+ Employees,Telecommunications Services,1.1TSalaries,2.1TJobs,4.1★,16.4TReviews
48,Hewlett Packard Enterprise | HPE,25 office locations,10000+ Employees,Information Technology Support Services,957Salaries,1.7TJobs,4.3★,15.8TReviews
49,NTT DATA,57 office locations,10000+ Employees,Information Technology Support Services,1.6TSalaries,7.4TJobs,3.9★,11.5TReviews
50,American Express,22 office locations,10000+ Employees,Financial Transaction Processing,1.6TSalaries,1TJobs,4.3★,14.4TReviews
51,Capgemini Engineering,14 office locations,10000+ Employees,Information Technology Support Services,2.6TSalaries,1.5TJobs,3.7★,10.6TReviews
52,Amdocs,39 office locations,10000+ Employees,Enterprise Software & Network Solutions,2.6TSalaries,742Jobs,4.0★,9.8TReviews
53,Morgan Stanley,71 office locations,10000+ Employees,Investment & Asset Management,1.7TSalaries,2TJobs,4.0★,15.6TReviews
54,Freelancer,16 office locations,501 to 1000 Employees,HR Consulting,1.4TSalaries,39Jobs,4.2★,12.4TReviews
55,Publicis Sapient,53 office locations,10000+ Employees,Business Consulting,1.6TSalaries,544Jobs,3.9★,8.3TReviews
56,Robert Bosch,33 office locations,10000+ Employees,Computer Hardware Development,2.3TSalaries,650Jobs,4.2★,13.6TReviews
57,Salesforce,58 office locations,10000+ Employees,Enterprise Software & Network Solutions,487Salaries,1TJobs,4.5★,14.3TReviews
58,Thomson Reuters,17 office locations,10000+ Employees,Enterprise Software & Network Solutions,864Salaries,569Jobs,4.3★,13.9TReviews
59,ZS Associates,37 office locations,10000+ Employees,Business Consulting,1.9TSalaries,385Jobs,3.9★,6TReviews
60,JPMorgan Chase & Co,"Headquarters in New York, NY",10000+ Employees,Banking & Lending,1.2TSalaries,532Jobs,4.0★,18.7TReviews
61,Vodafone,29 office locations,10000+ Employees,"Cable, Internet & Telephone Providers",899Salaries,6.6TJobs,4.0★,14.5TReviews
62,Cerner,25 office locations,10000+ Employees,Computer Hardware Development,1.4TSalaries,128Jobs,3.6★,9.2TReviews
63,IQVIA,2 office locations,10000+ Employees,Biotech & Pharmaceuticals,1.2TSalaries,3.4TJobs,4.0★,11.1TReviews
64,GE,37 office locations,10000+ Employees,Machinery Manufacturing,637Salaries,700Jobs,3.9★,17TReviews
65,UST,50 office locations,10000+ Employees,Information Technology Support Services,1.6TSalaries,2.5TJobs,4.0★,6.6TReviews
66,McDonald's,110 N Carpenter Street ,10000+ Employees,Restaurants & Cafes,272Salaries,1LJobs,3.5★,1LReviews
67,Atos-Syntel,29 office locations,10000+ Employees,Information Technology Support Services,3.3TSalaries,15Jobs,3.6★,7TReviews
68,UnitedHealth Group,25 office locations,10000+ Employees,Healthcare Services & Hospitals,727Salaries,3.9TJobs,3.6★,15.2TReviews
69,Fidelity Investments,15 office locations,10000+ Employees,Investment & Asset Management,958Salaries,2.3TJobs,4.2★,13.2TReviews
70,FIS,62 office locations,10000+ Employees,Financial Transaction Processing,1.5TSalaries,1.6TJobs,3.8★,9.6TReviews
71,Larsen & Toubro,26 office locations,10000+ Employees,Construction,2.1TSalaries,17Jobs,3.7★,6.6TReviews
72,Adobe,27 office locations,10000+ Employees,Computer Hardware Development,955Salaries,848Jobs,4.4★,8.1TReviews
73,VMware,53 office locations,10000+ Employees,Enterprise Software & Network Solutions,537Salaries,2.9TJobs,4.4★,9.8TReviews
74,Atos,40 office locations,10000+ Employees,Information Technology Support Services,1.7TSalaries,2.6TJobs,3.7★,10.9TReviews
75,Virtusa,28 office locations,10000+ Employees,Information Technology Support Services,2.6TSalaries,1.9TJobs,3.7★,7.1TReviews
76,HDFC Bank,6 office locations,10000+ Employees,Banking & Lending,2.4TSalaries,42Jobs,3.6★,6.9TReviews
77,Apple,25 office locations,10000+ Employees,Computer Hardware Development,400Salaries,7.3TJobs,4.2★,34TReviews
78,Deutsche Bank,25 office locations,10000+ Employees,Banking & Lending,1.5TSalaries,7.2TJobs,3.9★,10.9TReviews
79,Tata Consultancy Services (North America),31 office locations,10000+ Employees,Information Technology Support Services,2.2TSalaries,1.9TJobs,3.8★,8TReviews
80,Samsung Electronics,21 office locations,10000+ Employees,Electronics Manufacturing,1.5TSalaries,52Jobs,3.8★,12.5TReviews
81,Schneider Electric,25 office locations,10000+ Employees,Energy & Utilities,807Salaries,3.1TJobs,4.2★,12.1TReviews
82,Philips,25 office locations,10000+ Employees,Healthcare Services & Hospitals,719Salaries,971Jobs,4.1★,9.9TReviews
83,BNY Mellon,26 office locations,10000+ Employees,Investment & Asset Management,913Salaries,5.9TJobs,3.7★,10TReviews
84,NatWest Group,33 office locations,10000+ Employees,Banking & Lending,1.5TSalaries,1.1TJobs,3.9★,8.1TReviews
85,Lowe's Home Improvement,2 office locations,1001 to 5000 Employees,Home Furniture & Housewares Stores,524Salaries,10.3TJobs,4.2★,36TReviews
86,Credit Suisse,25 office locations,10000+ Employees,Investment & Asset Management,581Salaries,1.4TJobs,3.8★,10TReviews
87,Zensar Technologies,20 office locations,5001 to 10000 Employees,Information Technology Support Services,1.4TSalaries,218Jobs,3.9★,3.8TReviews
88,Société Générale,29 office locations,10000+ Employees,Investment & Asset Management,1.1TSalaries,3.3TJobs,3.7★,9.6TReviews
89,Sutherland,30 office locations,10000+ Employees,HR Consulting,1.2TSalaries,2.2TJobs,3.9★,7.7TReviews
90,Reliance Industries,25 office locations,10000+ Employees,Energy & Utilities,2TSalaries,10Jobs,3.9★,5.7TReviews
91,Axis Bank,25 office locations,10000+ Employees,Banking & Lending,2.2TSalaries,104Jobs,3.8★,5.8TReviews
92,McKinsey & Company,25 office locations,10000+ Employees,Business Consulting,464Salaries,1.5TJobs,4.4★,8.6TReviews
93,CSC,4 office locations,10000+ Employees,Information Technology Support Services,798Salaries,8Jobs,3.7★,6.7TReviews
94,Hexaware Technologies,15 office locations,10000+ Employees,Information Technology Support Services,1.8TSalaries,331Jobs,3.8★,4.4TReviews
95,Persistent Systems,2 office locations,10000+ Employees,Information Technology Support Services,2.6TSalaries,122Jobs,4.1★,5.1TReviews
96,Unilever,25 office locations,10000+ Employees,Consumer Product Manufacturing,426Salaries,1.4TJobs,4.1★,13.3TReviews
97,First Student,26 office locations,10000+ Employees,Taxi & Car Services,2.4TSalaries,1.8TJobs,4.0★,3.8TReviews
98,BNP Paribas,26 office locations,10000+ Employees,Banking & Lending,920Salaries,7.2TJobs,3.8★,11.8TReviews
99,TCS,"Headquarters in Leingarten, Germany",Unknown,N/A,2.7TSalaries,--Jobs,4.0★,5.2TReviews
100,UBS,19 office locations,10000+ Employees,Investment & Asset Management,421Salaries,3.2TJobs,3.9★,11.8TReviews
101,AT&T,25 office locations,10000+ Employees,Telecommunications Services,136Salaries,2.7TJobs,3.7★,36.4TReviews
102,Jio,25 office locations,5001 to 10000 Employees,"Cable, Internet & Telephone Providers",2.1TSalaries,16TJobs,3.8★,4.8TReviews
103,Huawei Technologies,28 office locations,10000+ Employees,Telecommunications Services,765Salaries,10Jobs,3.8★,12TReviews
104,Flipkart,10 office locations,10000+ Employees,Internet & Web Services,2.2TSalaries,159Jobs,4.2★,4.4TReviews
105,Fiserv,14 office locations,10000+ Employees,Financial Transaction Processing,789Salaries,587Jobs,3.7★,7.6TReviews
106,NVIDIA,23 office locations,10000+ Employees,Computer Hardware Development,343Salaries,803Jobs,4.5★,4.6TReviews
107,Shell,30 office locations,10000+ Employees,Energy & Utilities,624Salaries,2.1TJobs,4.1★,11.7TReviews
108,TEKsystems,38 office locations,1001 to 5000 Employees,HR Consulting,593Salaries,1.8TJobs,4.4★,9.2TReviews
109,GlobalLogic,40 office locations,10000+ Employees,Information Technology Support Services,2.2TSalaries,986Jobs,4.1★,5.5TReviews
110,Mu Sigma,3 office locations,1001 to 5000 Employees,Business Consulting,793Salaries,--Jobs,3.5★,3.9TReviews
111,BT,33 office locations,10000+ Employees,Telecommunications Services,610Salaries,210Jobs,4.1★,8.1TReviews
112,EXL Service,33 office locations,10000+ Employees,Business Consulting,2.2TSalaries,3.3TJobs,3.7★,4.8TReviews
113,Ford Motor Company,26 office locations,10000+ Employees,Transportation Equipment Manufacturing,606Salaries,3.1TJobs,4.1★,11.4TReviews
114,WhiteHat Jr,"Headquarters in Mumbai, India",5001 to 10000 Employees,Education Support & Training Services,2.4TSalaries,3Jobs,3.8★,5.3TReviews
115,OYO,25 office locations,5001 to 10000 Employees,Hotels & Resorts,1.5TSalaries,22Jobs,3.5★,4.8TReviews
116,Standard Chartered Bank,"Headquarters in London, United Kingdom",10000+ Employees,Investment & Asset Management,981Salaries,7TJobs,3.9★,7.6TReviews
117,L&T Technology Services,25 office locations,10000+ Employees,Information Technology Support Services,2TSalaries,2.5TJobs,3.5★,4.7TReviews
118,HP Inc.,26 office locations,10000+ Employees,Computer Hardware Development,540Salaries,626Jobs,4.2★,8.1TReviews
119,Bharti Airtel,25 office locations,10000+ Employees,Telecommunications Services,1.6TSalaries,4TJobs,4.3★,5.1TReviews
120,Zoho,"4141 Hacienda Dr Pleasanton, California, 94588-8566, United States",201 to 500 Employees,Computer Hardware Development,804Salaries,14Jobs,4.5★,3.3TReviews
121,Nagarro,49 office locations,10000+ Employees,Information Technology Support Services,1.3TSalaries,75Jobs,4.2★,3.6TReviews
122,Novartis,31 office locations,10000+ Employees,Biotech & Pharmaceuticals,685Salaries,1.9TJobs,4.1★,8.3TReviews
123,Optum,8 office locations,501 to 1000 Employees,Healthcare Services & Hospitals,1.1TSalaries,6.6TJobs,3.7★,6.3TReviews
124,Anonymous Content,24 office locations,51 to 200 Employees,Film Production,955Salaries,3Jobs,3.9★,5TReviews
125,PayPal,18 office locations,10000+ Employees,Internet & Web Services,473Salaries,2TJobs,4.2★,7TReviews
126,Coforge,9 office locations,10000+ Employees,Enterprise Software & Network Solutions,1.1TSalaries,176Jobs,4.1★,5.1TReviews
127,Robert Bosch India,"Stuttgart, 01",10000+ Employees,Machinery Manufacturing,2.2TSalaries,1Jobs,4.1★,4.1TReviews
128,ABB,19 office locations,10000+ Employees,Electronics Manufacturing,582Salaries,3.7TJobs,4.1★,8TReviews
129,TaskUs,28 office locations,10000+ Employees,Information Technology Support Services,194Salaries,1TJobs,4.7★,12.8TReviews
130,PepsiCo,25 office locations,10000+ Employees,Food & Beverage Manufacturing,216Salaries,6.4TJobs,3.9★,16.9TReviews
131,Sopra Steria,26 office locations,10000+ Employees,Information Technology Support Services,915Salaries,1.5TJobs,3.8★,5.9TReviews
132,State Street,26 office locations,10000+ Employees,Investment & Asset Management,804Salaries,2.8TJobs,3.7★,8.4TReviews
133,S&P Global,25 office locations,10000+ Employees,Research & Development,708Salaries,2.4TJobs,4.1★,5.6TReviews
134,SelfEmployed.com,"Headquarters in Dublin, OH",1 to 50 Employees,N/A,474Salaries,--Jobs,4.4★,6.9TReviews
135,WNS,4 office locations,10000+ Employees,HR Consulting,1.7TSalaries,145Jobs,3.5★,4.5TReviews
136,Kotak Mahindra Bank,26 office locations,10000+ Employees,Banking & Lending,1.4TSalaries,5.5TJobs,3.7★,4.3TReviews
137,HARMAN,27 office locations,10000+ Employees,Consumer Product Manufacturing,1.1TSalaries,1.3TJobs,3.9★,4.4TReviews
138,Fujitsu,51 office locations,10000+ Employees,Enterprise Software & Network Solutions,151Salaries,3.9TJobs,3.7★,5.6TReviews
139,ITC Infotech,15 office locations,5001 to 10000 Employees,Information Technology Support Services,853Salaries,156Jobs,4.0★,4.1TReviews
140,Intuit,18 office locations,10000+ Employees,Software Development,365Salaries,4.4TJobs,4.5★,9TReviews
141,Aon,32 office locations,10000+ Employees,Insurance Agencies & Brokerages,449Salaries,2.4TJobs,3.9★,6.5TReviews
142,EPAM Systems,75 office locations,10000+ Employees,Information Technology Support Services,574Salaries,3.7TJobs,4.3★,6.8TReviews
143,Infosys BPM,4 office locations,10000+ Employees,HR Consulting,864Salaries,3.5TJobs,3.6★,4.5TReviews
144,Hinduja Global Solutions,20 office locations,10000+ Employees,Office Supply & Copy Stores,573Salaries,78Jobs,3.5★,4.2TReviews
145,Birlasoft,27 office locations,1001 to 5000 Employees,Enterprise Software & Network Solutions,1.1TSalaries,309Jobs,3.5★,2.7TReviews
146,KPIT Technologies,21 office locations,5001 to 10000 Employees,Information Technology Support Services,1.3TSalaries,145Jobs,3.7★,3.5TReviews
147,DONE by NONE,"New York, NY",1 to 50 Employees,Computer Hardware Development,1.3TSalaries,--Jobs,4.0★,3.6TReviews
148,Boeing,25 office locations,10000+ Employees,Aerospace & Defence,260Salaries,2.4TJobs,3.8★,14TReviews
149,Conduent,24 office locations,10000+ Employees,Information Technology Support Services,622Salaries,1.1TJobs,3.1★,7.6TReviews
150,Marriott International,37 office locations,10000+ Employees,Hotels & Resorts,167Salaries,38.1TJobs,4.0★,15.3TReviews
151,Nielsen,47 office locations,10000+ Employees,Enterprise Software & Network Solutions,381Salaries,581Jobs,3.8★,8.3TReviews
152,Nestlé,35 office locations,10000+ Employees,Food & Beverage Manufacturing,222Salaries,1.4TJobs,4.1★,12.3TReviews
153,Cyient,18 office locations,10000+ Employees,Information Technology Support Services,603Salaries,764Jobs,3.5★,2.9TReviews
154,Paytm,5 office locations,10000+ Employees,Internet & Web Services,2.1TSalaries,198Jobs,3.7★,3.4TReviews
155,Meta,21 office locations,10000+ Employees,Internet & Web Services,189Salaries,1.1TJobs,4.2★,12.2TReviews
156,Self Opportunity,4 office locations,51 to 200 Employees,Advertising & Public Relations,717Salaries,--Jobs,4.3★,4.6TReviews
157,Johnson & Johnson,25 office locations,10000+ Employees,Biotech & Pharmaceuticals,277Salaries,3.1TJobs,4.2★,13.5TReviews
158,Randstad,26 office locations,501 to 1000 Employees,HR Consulting,297Salaries,1.6LJobs,3.9★,7.7TReviews
159,JLL,36 office locations,10000+ Employees,Real Estate,401Salaries,4.5TJobs,3.9★,8.1TReviews
160,CBRE,25 office locations,10000+ Employees,Real Estate,415Salaries,5.1TJobs,3.9★,9.4TReviews
161,Boston Consulting Group,86 office locations,10000+ Employees,Business Consulting,743Salaries,3.9TJobs,4.2★,6.7TReviews
162,Cognizant,"Headquarters in New Delhi, India",1 to 50 Employees,N/A,1.9TSalaries,--Jobs,3.8★,3.6TReviews
163,Schlumberger,37 office locations,10000+ Employees,Energy & Utilities,232Salaries,524Jobs,3.9★,10.5TReviews
164,Tesco,2 office locations,10000+ Employees,Grocery Stores,209Salaries,3.4TJobs,3.7★,21.5TReviews
165,Collabera,34 office locations,10000+ Employees,Information Technology Support Services,447Salaries,86Jobs,3.7★,4TReviews
166,Samsung R&D Institute India - Bangalore," #2870, Phoenix Building, 4th Floor Bagmane Constellation Business Park, Outer Ring Rd, Doddanekundi, Marathahalli ",1001 to 5000 Employees,Research & Development,2TSalaries,1Jobs,3.8★,3.4TReviews
167,Procter & Gamble,36 office locations,10000+ Employees,Consumer Product Manufacturing,233Salaries,1.6TJobs,4.2★,14.3TReviews
168,Starbucks,8 office locations,10000+ Employees,Restaurants & Cafes,143Salaries,25.8TJobs,3.8★,56TReviews
169,Anonymous,"Headquarters in Bangkok, Thailand",1 to 50 Employees,N/A,924Salaries,4Jobs,3.8★,3.2TReviews
170,Sitel Group,27 office locations,10000+ Employees,Telecommunications Services,213Salaries,1.2TJobs,3.8★,11.5TReviews
171,Gartner,24 office locations,10000+ Employees,Business Consulting,411Salaries,926Jobs,4.0★,6.3TReviews
172,GE Healthcare,25 office locations,5001 to 10000 Employees,Healthcare Services & Hospitals,440Salaries,1TJobs,4.3★,6.2TReviews
173,Johnson Controls,45 office locations,10000+ Employees,Machinery Manufacturing,305Salaries,4.7TJobs,3.6★,7.7TReviews
174,Cummins,25 office locations,10000+ Employees,Transportation Equipment Manufacturing,268Salaries,1.5TJobs,4.1★,6.9TReviews
175,Informatica,29 office locations,5001 to 10000 Employees,Enterprise Software & Network Solutions,645Salaries,173Jobs,4.2★,2.6TReviews
176,Nones,"Headquarters in Berlin, Germany",Unknown,N/A,1.1TSalaries,2Jobs,3.9★,2.2TReviews
177,NortonLifeLock,5 office locations,1001 to 5000 Employees,Computer Hardware Development,525Salaries,14Jobs,3.9★,5TReviews
178,Caterpillar,34 office locations,10000+ Employees,Machinery Manufacturing,257Salaries,1.2TJobs,4.0★,7TReviews
179,Tata Motors,"Coventry, ENG",10000+ Employees,Transportation Equipment Manufacturing,1.4TSalaries,1Jobs,4.1★,3.4TReviews
180,eClerx,13 office locations,10000+ Employees,Business Consulting,1.8TSalaries,985Jobs,3.6★,3.3TReviews
181,Expedia Group,31 office locations,10000+ Employees,Internet & Web Services,256Salaries,756Jobs,4.1★,6.2TReviews
182,GSK,107 office locations,10000+ Employees,Biotech & Pharmaceuticals,165Salaries,2.7TJobs,4.0★,11TReviews
183,Cybage Software,18 office locations,5001 to 10000 Employees,Information Technology Support Services,1.5TSalaries,42Jobs,3.9★,3.3TReviews
184,Texas Instruments,25 office locations,10000+ Employees,Electronics Manufacturing,231Salaries,640Jobs,4.3★,4.7TReviews
185,Visa Inc.,29 office locations,10000+ Employees,Information Technology Support Services,554Salaries,877Jobs,4.2★,5.4TReviews
186,Kantar,15 office locations,10000+ Employees,Research & Development,463Salaries,760Jobs,3.7★,4.9TReviews
187,NCR,34 office locations,10000+ Employees,Enterprise Software & Network Solutions,407Salaries,676Jobs,3.6★,6.4TReviews
188,Capita,25 office locations,10000+ Employees,Business Consulting,320Salaries,739Jobs,3.2★,6.1TReviews
189,Bain & Company,65 office locations,10000+ Employees,Business Consulting,856Salaries,701Jobs,4.5★,5.9TReviews
